title,0
Training Day (2001) - IMDb,"[['Training Day', 'good movie'], ['movies', 'face', 'movies', 'Black Hawk Down', 'clichés', 'moments', 'brutal', 'bitter realism'], ['Training Day', 'movie'], ['thing', 'film', 'performance by Mr. Washington'], ['good actor', 'someone', 'character', 'good job'], ['case with Washingon'], ['Alonzo'], ['pantomime', 'word', 'glance'], ['Did Mr. Washington', 'Oscar'], [], ['%'], ['people', 'Oscar material', 'film', 'performance']]"
Dog Day Afternoon (1975) - IMDb,"[['film', 'third time', 'few years', 'last night'], ['straight review', 'ten thoughts', 'top', 'head', 'exquisite movie', 'film', 'perception', 'bank heist genre', 'contrived cinematic conventions', 'films', 'use of.2', 'source', 'film', 'paradoxical and/or', 'elements spring', 'life', 'film', 'pre-existing cinematic conventions'], ['absurdities of life', 'form of fiction'], ['point', 'film', 'concept'], ['tone in relation', 'homosexual theme', 'time'], ['fact', 'OUR time', 'issue', 'IS'], ['climate', '70s', 'manner', 'feel forever.5', 'Lumet', 'film', 'life', 'concept', 'lens', 'media', 'different groups', 'different agendas', 'outlaw', 'hero', 'efficiency than Oliver Stone', 'brash', 'Natural Born Killers.6', 'film', 'generations', 'Al Pacino', 'legendary status', 'performances', 'years'], ['* SPOILERS * *', 'Just', 'last ten minutes', 'bonnet', 'car', 'word', 'volumes', 'eyes', 'soul', 'frame', 'end', 'movie', 'eyes'], ['film', 'BIG DEAL', 'real life', 'other films', 'use of gun fire', 'contrived way'], ['tension', 'guns', 'shot OR', 'Tarantino', 'notes', 'way'], ['genre', 'many times', 'amount of freshness', 'inspiration and talent'], ['Dog Day Afternoon', 'third time', 'amount of wonder', 'power', 'unobtrusive film-making', 'time round']]"
Mississippi Burning (1988) - IMDb,"[['movies', 'viewer.I', 'other comments', 'words', 'mediocre'], [], ['Mississippi Burning', 'challenging movie'], ['southern culture', 'true story', 'film', 'place', 'birth year', 'small town', 'racism'], ['good ol', 'boy sheriff', 'stoolies ambush', 'blood murder', 'rights workers'], ['world', 'power-brokers', 'place refuse'], ['anything', 'blacks', 'rightful place', 'table', 'literally.The FBI', 'couple', 'mismatched agents', 'young men'], ['agent', 'Hackman', ""'old school"", 'enemies'], ['Dafoe', 'Kennedy fire-eater', 'full force', 'FBI', 'small town', 'head'], ['role', 'decisiveness', 'strength.The relationship', 'town', 'blacks and whites', 'rules', 'spoken'], ['not-so-secret secret', 'rights workers'], ['Hackman and Dafoe', 'bodies', 'evidence'], ['Fear', 'prevent', 'wife', 'deputy', 'amazing Frances McDormand', 'fire', 'slimy husband', 'alibi.There', 'sort', 'end'], [], ['change crawls', 'south'], ['Mississippi Burning', 'movie', 'operatic gestures'], ['script', 'regional color', 'powerful dialogue.Hackman and McDormand'], ['false step', 'first frame'], ['films', 'McDormand', 'character', 'character'], ['Hackman', 'film'], ['Shakespeare speech', 'actor'], ['Hackman', 'national treasure.IMO', 'Dafoe', 'revelation until circumstances forces', 'Hackman', 'just-get-it-done ways'], ['idealism', 'extreme cases', 'knowledge'], ['nothing', 'south', 'home', 'world', 'simple.The conclusion', 'Mississippi', 'sweet'], ['various punishments', 'joke'], ['R. Lee Ermey', 'only one', 'bunch', 'fate'], ['McDormand', 'inch', 'life', 'status quo', 'right thing'], ['Hackman', 'love', 'gesturing', 'vandalized ruins', 'house', 'home'], ['history', 'movie'], ['baby', 'time'], ['power', 'film', 'fact', 'Mississippi', 'ACTUAL EVENTS'], ['Mississippi Burning', 'place', 'Dramas']]"
Léon: The Professional (1994) - IMDb,"[['Luc Besson', 'movie Léon', 'Professional', 'intense story', 'casting', 'movie', 'Todd Thaler'], ['aspect', 'movie delivers', 'audience', 'impressive overall package'], ['Jean Reno', 'character', 'Léon', 'emotions in order', 'job', 'cleaner', 'hit-man'], ['secluded world', 'young girl', 'Mathilda', 'same floor', 'apartment building'], ['help', 'normal life', 'circumstances', 'normal.The performance', 'Natalie Portman', 'Mathilda', 'nothing', 'brilliant'], ['ability', 'others with body movement', 'facial gestures', 'raw emotion and believability', 'difficult role'], ['Mathilda and Léon', 'value life', 'chance encounter', 'friendship', 'Reno as Léon', 'solemn', 'calculated character', 'energy', 'assignments', 'something'], ['Mathilda', 'daughter', 'Léon', 'father and friend'], ['Gary Oldman', 'corrupt DEA Agent Norman Stansfield', 'viewers', 'electrical performance', 'envelope'], ['story', 'actions'], ['Oldman', 'memorable portrait', 'man', 'nothing', 'Professional', 'movie-making'], ['overuse', 'special effects', 'shooting location', 'star', 'cast', 'movie'], ['Portman', 'Oldman', 'Reno', 'Danny Aiello', 'hit-contractor Tony', 'substitute', 'great acting'], ['elements of comedy', 'drama', 'action', 'music by Eric Serra', 'energy', 'film'], ['impressive thing', 'movie', 'story', 'other elements', 'making', 'movie'], ['Simply', 'impressive movie']]"
The Raid 2 (2014) - IMDb,"[['Note', 'Movie Enthusiast', 'YouTube', 'tons', 'movies.The Raid', 'Berandal', 'Indonesian Action', 'March', 'Regal E-Walk cinema', 'heart of New York City.After', 'apartment building raid', 'Iko Uwais', 'crime syndicate', 'yakuza clan', 'Jakarta'], ['Things', 'control and everything'], ['plot', 'nutshell.The fighting', 'main draw', 'film'], ['arts films', 'critics', 'artistry', 'fight sequence'], ['ways', 'complex dance', 'difficult performances', 'physical talents', 'entire lives', 'craft'], ['many cases', 'good dramatic moment'], ['Raid', 'ballet of death', 'incredible variety', 'action sequences', 'realistic feel'], ['insane action', 'little outrageousness present'], ['choreography', 'film.There', 'question that Uwais', 'premiere', 'arts star', 'question that Gareth Evans', 'action director', 'planet'], ['man', 'genius in terms', 'action through vivid', 'mind-blowing camera-work'], ['guy', 'car chase sequence', 'life', 'very', 'attempt'], ['bit', 'shaky cam', 'film', 'predecessor', 'everything', 'problem'], ['Evans', 'crescendo of action', 'fight'], ['final hour', 'history.The gory violence', 'Raid', 'screw', 'PG-13 action movies'], ['critics', 'graphic bloodletting', 'same guys', 'hand', '% approval ratings', 'movies', 'incompetent action', 'edge', '* cough *', 'Hunger Games', 'Catching Fire', 'cough *'], ['gore', 'Raid'], ['logical consequence', 'situation and characters', 'creative ways'], ['Evans', 'frames', 'MPAA review', 'idea', 'shotgun kill', 'budget', 'budget Hollywood blockbusters'], ['Raid', 'action', 'superhero movie'], [], [], ['%', 'cost'], ['guys', 'limited budget.Given', 'exceptional quality', 'action', '148-minute runtime', 'pressure', 'story', 'momentum', 'violence'], ['Raid', 'much criticism', 'generic story', 'undeveloped characters', 'feel', 'characters', 'need', 'long-winded exposition'], ['bit', 'action film'], ['Raid', 'time', 'premise', 'results', 'genuine plot', 'character development'], ['gangster template', 'crime saga', 'many characters'], ['chess board', 'setup', 'numerous pieces', 'place', 'many possible confrontations'], ['viewer', 'moment', 'piece attacks', 'actual outcome', 'countless possibilities'], ['characters', 'bit', 'villains'], ['bit', 'Hammer Girl', 'Baseball Bat Man', 'few scenes'], ['brief moment', 'Hammer Girl', 'hammers', 'bar shelf'], ['friends'], ['split-second moment', 'lot', 'character'], ['fan', 'actors and actresses', 'number', 'Indonesian', 'film industries'], ['Needless', 'performances', 'top notch'], ['Japanese actors', 'little moments'], ['Raid', 'time', 'spotlight.Overall', 'Raid', 'action film', 'hype', 'viewing'], []]"
Black Swan (2010) - IMDb,"[['enough words', 'English language', 'praise Darren Aronofsky', 'Black Swan'], ['films', 'year', 'Toronto International Film Festival', 'ticket', 'good reason', 'masterpiece', 'much beautiful', 'nightmarish.Nina Sayers', 'Natalie Portman', 'years', 'New York ballet company'], ['company', 'hard times', 'director Thomas Leroy', 'Vincent Cassel', 'swift decision', 'new rendition', 'Swan Lake'], ['company', 'go-to lead', 'retirement', 'Nina', 'lead', 'new ballet'], ['competition', 'form', 'dancer Lily', 'Mila Kunis', 'demanding desire', 'perfection', 'Thomas', 'mother Erica', 'Barbara Hershey', 'Nina', 'journey', 'territory.Black Swan', 'enthralling', 'visceral experience'], ['Aronofsky', 'Wrestler', 'cerebral horror', 'Requiem', 'Dream', 'film', 'eyes'], ['first moment', 'off-the-rails insanity', 'hell', 'piece of cinema'], ['genre.While', 'suggestions that Black Swan', 'Wrestler', 'halves', 'same film', 'mistake', 'comparison', 'people', 'forms of art'], ['Black Swan', 'budget character piece'], ['film', 'horrific', 'same time'], ['horror', 'prominence', 'second half', 'elements of body horror', 'way', 'David Cronenberg proud', 'film'], ['sense of dread', 'darkness', 'wound/injury infliction throughout.The visuals', 'drive', 'film'], ['blacks and whites', 'obvious hints', 'innocence and darkness'], ['Aronofsky', 'hints of ambiguity', 'turn', 'colours', 'character', 'scene'], ['scenery', 'set design', 'whites', 'audience', 'true motivations and intentions', 'character and creator'], ['element of reflection', 'others', 'self', 'mirrors', 'feelings of ambiguity', 'confusion'], ['audiences'], ['subtle visual effects', 'score', 'greatness.Aronofsky', 'recognition', 'film', 'running time'], ['many films', 'film', 'sense of momentum', 'point'], ['film', 'slow points', 'shift from Nina', 'soaked horror', 'realm of darkness'], ['Aronofsky', 'goal of Mark Heyman', 'Andres Heinz', 'John McLaughlin', 'script', 'Nina', 'tale', 'story of Swan Lake', 'sight or direction', 'instance'], ['style filmmaking', 'direction in Requiem', 'Dream', 'fluke.Portman', 'merits', 'likes of Closer', 'performance as Nina'], ['innocent', 'little girl', 'mother', 'angel', 'towards independence', 'adulthood'], ['beginning', 'film', 'film', 'reversal in character'], ['many instances', 'worth', 'actress'], ['dons', 'film', 'transformation', 'promising talent', 'blown powerhouse talent', 'cast', 'complement Portman', 'extraordinary performance'], ['Cassel', 'slimy', 'twisted Thomas'], ['hints', 'true intentions', 'Cassel', 'moment'], ['Kunis', 'level of depth'], ['screen', 'new scene', 'performance', 'starmaking role'], ['Hershey', 'screen', 'Portman', 'magnetizing performance'], ['Erica', 'monster', 'character everyone', 'level of intensity', 'mere moment'], ['anyone', 'Portman', 'performance'], ['few minutes', 'Winona Ryder', 'role', 'lead ballerina Beth'], ['scenery.Black Swan', 'incredible film'], ['masterpiece', 'unheralded success', 'film', 'TIFF'], ['Oscar time', 'show.10/10']]"
In Bruges (2008) - IMDb,"[['movie', 'everything', 'movies'], ['great acting', 'great characters', 'great story', 'great dialogue'], ['nothing'], ['Farrell', 'roll', 'before'], ['brat', 'hell', 'matter of minutes', 'heart breaking.Gleeson', 'role'], ['mix of cold', 'calculating', 'conscience', 'sorts.Every scene', 'movie', 'character or story', 'story unfolds', 'passing scene'], ['Ray', 'arrogant brat', 'fascinating journey', 'bit', 'once.The dialogues', 'delivery', 'lines about topics', 'someone', 'suicide', 'discussion', 'race wars', 'midgets'], ['Sorry', 'Dwarves'], ['wife', 'Harry', 'fellas', 'inanimate object', 'upset brings', 'much depth', 'characters', 'relationship', 'minute-long scene'], ['magic with regards', 'dialogue'], ['dialogue and acting'], ['person', 'character', 'story', 'excitement.A cinematic masterpiece']]"
Carlito's Way (1993) - IMDb,"[['Al Pacino', 'Sean Penn', 'Penelope Ann Miller', 'romantic twist', 'gangster genre', 'Carlito', 'way', 'story', 'gangster', 'name of Carlito Brigante', 'ex-lover as Charlie', 'way out of jail thanks', 'lawyer David Kleinfield'], ['release', 'life of crime', 'thanks', 'corrupt friends', 'family.While Scareface', 'action and grittiness', 'gangster life', 'anything', 'Carlito', 'Way', 'romantic side', 'film', 'artsy twist'], ['example', 'scene', 'shot', 'revolver', 'chamber', 'empty slot'], ['scene with Carlito inside', 'dark bathroom', 'back', 'wall', 'pistol in hand'], ['way', 'camera', 'way Carlito', 'way', 'lighting', 'wall', 'leather jacket', 'De Palma'], ['long story', 'Carlito', 'Way', 'thanks', 'De Palma'], ['movie', 'true dedication', 'film.Needless', 'acting', 'matter'], ['Al Pacino', 'Penelope Ann Miller'], ['time', 'Sean Penn', 'character', 'Pacino', 'anyone'], ['steals', 'scene'], ['convincing.The scores', 'artistic feel', 'movie'], ['tension', 'romance', 'tears as well.To sum', 'Carlito', 'Way', 'gangster film'], ['time'], ['* * * * / * * * * * Riveting']]"
Blood Simple (1984) - IMDb,"[['directorial debuts', 'Coen brothers', 'first film', 'Blood Simple', 'genres and moods', 'way', 'Tarantino', 'similar experiments', 'decade', 'apparent simplicity', 'few people', 'beginning', 'American cinema', 'extraordinary careers.Set', 'Texas landscape', 'Blood Simple', 'premise', 'likes of Double Indemnity', 'Postman Always Rings Twice', 'someone', 'man', 'wife'], ['adulterous lovers', 'Jamie Getz', 'Frances McDormand', 'betrayed husband', 'Dan Hedaya'], ['sleazy PI', 'M. Emmett Walsh', 'twisted plan'], ['investigator', 'rogue', 'situation', 'grotesque', 'ways.This escalation', 'Coens', 'shifts between genres', 'lighting', 'music', 'camera movements'], ['Noir', 'thriller', 'horror', 'black comedy', 'Blood Simple', 'transition', 'fact', 'transitions', 'story'], ['way', 'film', 'own fictitious nature'], ['trademark', 'brothers', 'main actors', 'Getz and McDormand', 'Mrs. Joel Coen', 'solid leading couple', 'ferocity of Hedaya', 'Rhea Perlman', 'ex-husband on Cheers', 'image', 'reverses'], ['Walsh', 'role in Blade Runner', 'character', 'unlikability', 'villainous performances', ""'80s"", 'Coen canon', '.Joel', 'Ethan Coen', 'clear idea', 'movie business', 'get-go', 'Blood Simple', 'examples', 'minutes', 'whole new world', 'people']]"
Kahaani (2012) - IMDb,"[['bag', 'theater'], ['time', 'fantastic film', 'breath'], ['Kahaani', 'ride', 'mind', 'possibilities', 'tongue', 'air with anticipation.Kahaani', 'story', 'pregnant London', 'Tamil woman', 'search', 'Bengali husband', 'Kolkata', 'Vidya Balan'], ['cast', 'cop Parambrata', 'selfish detective', 'Siddiqui', 'life insurance agent', 'Saswata', 'Police officer', 'Khwaraj', 'year', 'old city', 'Kolkata', 'throes', 'mother', 'festivals', 'Durga Puja.The film unfolds', 'pages', 'novel by Agatha Christie', 'Sherlock Holmes', 'Alfred Hitchcock', 'Satyajit Ray'], ['real people', 'places', 'situations', 'nuances', 'story', 'task', 'director Sujoy Ghosh', 'co writer', 'recent claim', 'abysmal Aladdin', 'Home Delivery', 'Madhur Bhandarkar', 'debut', 'was.In addition', 'sterling performances', 'plot', 'terrific technical support'], ['Amitabh Bacchan', 'rendition of Tagore', ""'Ekla Chalo Re"", 'background songs', 'RD Burman', 'characters', 'length and breadth', 'city', 'costumes by Sabyasachi', ""'just right"", 'background score', 'non-condescending cinematography', 'city', 'character', 'supreme screenplay', 'spattering', 'real Bengali', 'act', 'right spices', 'delicious dish', 'commonplace.Watch', 'film', 'something', 'rare', 'thriller'], ['thrillers', 'India', 'films', 'Bollywood'], ['Kudos', 'whole team'], ['Trust'], ['Ami Sotthi Bolcchi', 'P.S', 'Please', 'story with anyone', 'film']]"
Andhadhun (2018) - IMDb,"[['Andhadhun'], [], ['review', 'experience', 'audience'], ['Hope', 'Adhadhun', 'today'], ['post', 'first time', 'Director', 'version', 'audience', 'interpretation.However', 'today', 'film', 'it.Before', 'meaning', 'phenomena of Rabbit', 'Duck illusion'], ['Google', 'Rabbit or duck', 'image', 'reference for rest', 'review.For decades', 'Rabbit', 'Duck illusion', 'test for level', 'creativity'], ['image', 'part', 'brain'], ['lot of people', 'Duck', 'people', 'Rabbit', 'both.Of course', 'illusion', 'way', 'much attention', 'it.However', 'real trick', 'next level', 'part', 'original illusion but something', 'Raghavan', 'illusion'], ['concept of illusion', 'Rabbit', 'Duck.Andhadhun', 'duck'], ['rabbit.In', 'last scene', 'movie', 'waitress', 'Restaurant', 'Ayushman', 'cane'], ['Cane', 'Rabbit', 'handle', 'Raghavan', 'Rabbit/Duck illusion', 'movie', 'Ayushman', 'voice', 'Radhika', 'bahut', 'kahaani hai .... Coffee'], ['long story', 'Coffee'], ['line', 'end', 'audience know', 'Ayushman', 'story', 'life', 'Radhika', 'story', 'pause right', 'climax', 'Ayushman and Doctor', 'story', 'scene cuts', 'London and Radhika', 'Aur phir'], [], ['sort', 'writer', 'way', 'Epilogue', 'illusion', 'illusion'], ['Epilogue story', 'Ayushman', 'story of Tabu', 'accident', 'rabbit', 'accident', 'souls', 'Rabbit'], ['1- Tabu', '2- Rabbit', 'distraction', 'Ayushman'], ['Raghavan', 'Ayushman', 'final piece.Now', 'shooter', 'rabbit', 'Ayushmaan', 'blah', 'blah', 'explanation'], ['thing', 'Tabu', 'piece of Info', 'Radhika', 'case', 'high profile', 'info', 'hand from Ayushman', 'Tabu', 'whereabouts', 'Raghavan', 'truth', 'time-', 'audience', 'brilliant tale', 'hearts', 'suspense', 'illusion for sure.Raghavan', 'Ayushman', 'cane', 'Rabbit', 'duck', 'handle', 'saying- that Ayushman', 'illusion', 'way', 'presence of Rabbit', 'story.It', 'delightful way', 'audience', 'things', 'original word', 'movie title', 'notice', 'difference', 'something', 'validation']]"
Sympathy for Mr. Vengeance (2002) - IMDb,"[['Vengeance', 'humanity', 'lamentable instincts', 'species', 'day'], ['vengeance', 'people', 'everybody', 'nobody', 'gains', 'message Park Chan-Wook', 'SYMPATHY FOR MR. VENGEANCE', 'movie', 'many interpretations'], ['challenging movie', 'many ways', 'story', 'viewer', 'many key events and motivations'], ['Dialogue', 'fact', 'main character'], ['movie', 'bleakness', 'occasional scenes', 'violence and gore.SFMV', 'ambitious project', 'cinematic mould'], ['story', 'characters', 'themes and aesthetics'], ['other film', 'times', 'experience', 'Takashi Miike movies'], ['Kim Ki-Duk', 'movies', 'point of reference', 'Park Chan-Wook', 'film', 'MR. VENGEANCE', 'movie', 'movie night', 'friends', 'people'], ['assessment', 'friends'], ['film', 'such wide regard', 'conventional film', 'easy film', 'entertainment'], ['experience', 'film', 'audience', 'anybody', 'negative reaction', 'film'], ['originality', 'technical virtuosity', 'cinema', 'recent years', 'other groups', 'there.With JSA and SFMV', 'Park Chan-Wook', 'figures', 'new wave', 'Korean directors'], ['respect'], ['cast of SFMV', 'commendation', 'performances'], ['Kang-Ho steals', 'show', 'understated performance']]"
The Butterfly Effect (2004) - IMDb,"[['major junctions', 'life', 'other path'], ['alternate life', 'cumulative sum', 'choices', 'reality', 'fulfilling existence'], ['end', 'day', 'solid grip', 'things', 'matter', 'deal of science fiction works', 'art', 'meaningful questions', 'years', 'many philosophical ideas and notions', 'man', 'own fate'], ['good sci-fi adventure', 'directors Eric Bress', 'J. Mackye Gruber', 'screenplay of Final Destination', 'questions', 'different angle', 'time'], ['Time travel', 'issue'], ['lead protagonist', 'Evan Treborn', 'Hollywood prankster Ashton Kutcher \x96', 'later', 'whole life', 'rare medical condition', 'traumatic incidents', 'childhood', 'adolescence years'], ['various occasions', 'bizarre blackouts'], ['blast', 'past', 'life', 'Kayleigh Miller', 'Amy Smart', 'films', 'Just Friends', 'Crank', 'Evan', 'important lost moments', 'life', 'body'], ['shift', 'past', 'alternate present', 'fact', 'reality', 'Evan', 'film', 'essence', 'troublesome youth', 'generation', 'reality'], ['man', 'own personal journey', 'many ways', 'journey', 'many young people', 'nowadays'], ['Part', 'Generation X notion', 'pop-culture', 'film'], ['young actors', 'fall in love', 'fight', 'amidst references', 'films', 'period', 'Se7en', 'etc'], ['technology', 'other devices', 'feeling of nostalgia', 'sentiment', 'events', 'things', 'makers', 'Butterfly Effect', 'Ashton Kutcher', 'good actor', 'feat'], ['sci-fi epic', 'anything'], ['Bottom line', 'breath of air', 'days', 'inspiration', 'something', 'period of writers'], ['film', 'edge', 'seat', 'minutes duration', 'front', 'makers', 'talents'], ['other outings', 'young folks']]"
Kill Bill: Vol. 1 (2003) - IMDb,"[['Tarantino', 'previous films', 'cinema', ""expectations for 'Kill Bill"", 'roof'], ['hopes for quality entertainment', 'film'], [], [], ['anything', 'it.In', 'Bill', 'revenge plot', 'story arc', 'Tarantino', 'many different genres', 'mix'], ['complete disregard', 'conventions of filmmaking', 'expressionistic masterpiece', 'own unique style', 'likes', 'world'], ['Cinema', 'exciting'], [""'Kill Bill"", 'Tarantino', 'hype', 'persona'], ['filmmaker', 'generation'], ['Simply', 'stars', '10.Lesser-Known Masterpieces', 'http', '//www.imdb.com/list/ls070242495/Favorite Low-Budget And B-Movies', 'http', 'Favorite Films', 'http', '//www.IMDb.com/list/mkjOKvqlSBs/']]"
Das Boot (1981) - IMDb,"[['boats', 'life', 'living hell', 'German U-Boats', 'modern submariners', 'nothing'], ['People', 'certain professions', 'movies', 'professions', 'Doctors and Nurses', 'hospital dramas', 'example'], ['Submarine sailors'], ['submarine movie', 'Run Silent', 'Run Deep', 'Destination', 'Tokyo', 'Hunt For Red October', 'Crimson Tide'], [], ['good laugh'], ['know', 'submarine movies'], [], ['Navy', 'years', 'different men', 'sailors', 'state', 'absolute certainty', 'film', 'submarine movie', 'submariners'], ['praise', 'movie']]"
The Manchurian Candidate (1962) - IMDb,"[['Time', 'ultimate judge'], ['Manchurian Candidate', 'evidence'], ['time'], ['Jonathan Demme', 'heroes', 'Meryl Streep', 'favorites', 'Denzel Washington', 'favorites', 'whole thing', 'old hat', 'John Frankeihemer', 'version'], ['Wow'], ['Angela Lansbury', 'villains in movie history'], ['kind of monster', 'enough'], ['Frank Sinatra', 'creepiness of Laurence Harvey'], ['time', 'greatness', 'outrageous thriller']]"
Blade Runner (1982) - IMDb,"[['personal opinion'], ['Everything', 'movie'], ['movie', 'first time'], ['years', 'movie'], ['Timeless and beautiful'], ['star and smile']]"
X-Men: Days of Future Past (2014) - IMDb,"[['mind-boggling premise', 'jaw-dropping cast', 'X-Men', 'Days', 'Past blasts', 'cinemas', 'weight', 'great expectations'], ['mash-up', 'X-Men past and future', 'superhero blockbuster', 'world'], ['Days Of Future Past', 'cast of characters', 'grinding', 'narrative gears'], ['time', 'Days Of Future Past', '–', 'rich film', 'source material', 'movies', 'Chris Claremont', 'storyline', 'comic books', 'cast for emotion', 'power and depth.Flash', 'bleakest of futures'], ['X-Men', '–', 'frenemies Professor Charles Xavier', 'Patrick Stewart', 'Erik Lensherr/Magneto', 'Ian McKellen', '–', 'horde of intelligent', 'death-mongering robots', 'Sentinels'], ['hope for survival', 'desperate X-Men decide', 'Wolverine', 'Hugh Jackman', 'time', '1970s'], ['Charles', 'James McAvoy', 'Erik', 'Michael Fassbender', 'several years', 'events of X-Men', 'Class –', 'future'], [], ['Days', 'Future Past', 'foul', 'complicated puzzle-box', 'time travel', 'quantum physics', 'mess of characters', 'action and motivations'], ['Dr. Bolivar Trask', 'Peter Dinklage', 'creator', 'Sentinel programme', 'assassination', 'Charles', 'pseudo-sister Raven', 'Jennifer Lawrence', 'dystopia', 'future'], ['prison breaks', 'astral projections', 'mutant deaths'], ['mix of character', 'plot and spectacle', 'director Bryan Singer', 'return', 'franchise', 'disparate threads'], ['Singer', 'misfires like Superman Returns', 'Jack', 'Giant Slayer'], ['work', 'Singer', 'mark with films', 'X1', 'X2', 'Usual Suspects', 'blend of wit', 'wisdom', 'character', 'Days Of Future Past', 'Singer', 'schism', 'Erik and Charles', 'end of First Class', 'depths of emotion', 'high stakes', 'play'], ['difficult relationship', 'men', 'fulcrum', 'series', 'Singer'], ['help of McAvoy', 'Fassbender', 'Stewart and McKellen', 'actors', 'business', 'director', 'resentment', 'way', 'vice versa', 'blink', 'eye'], ['McAvoy', 'good performance', 'man', 'others', 'own way.With', 'cast of characters', 'Singer', 'many –', '–', 'hearts and souls'], ['Alas', 'Storm/Ororo'], ['Thrust', 'role of mentor', 'broken', 'heartsore Charles', 'Wolverine', 'sort of strength', 'ingenuity'], ['Jackman', 'role', 'timelines with charm', 'gravitas'], ['something', 'awkward fit', 'part', 'Lawrence', 'Raven', 'dilemma', 'Charles', 'offer of hope', 'Erik', 'bloody single-mindedness.But Days', 'Future Past', 'toss and tumble', 'characters', 'emotional journeys'], ['Singer', 'crackerjack action sequences', 'film', 'heart-stopping massacre', 'dire threat', 'Sentinels', 'future'], ['Singer', 'time and space', 'shadows', 'story', 'little fun', 'quips', 'sight gags', 'mix –', 'tour', 'force prison break sequence', 'Pietro Maximoff', 'Evan Peters', 'aficionados as Quicksilver', 'entire show.Make', 'mistake', 'behemoth', 'film', 'everybody'], ['Newbies'], ['Singer', 'tale sprawls', 'many directions', 'characters', 'experience.But', 'everyone', 'casual fans', 'enthusiasts and obsessives', 'Singer', 'screenwriter Simon Kinberg', 'something'], ['history and lore', 'comic-book variety', 'Days Of Future Past feels', 'love letter', 'spirit', 'band of mutants', 'message of hope', 'tolerance and humanity', 'attempts', 'place on Earth.Most remarkably', 'Days Of Future Past', 'bravery and freshness', 'seventh film', 'blockbuster franchise'], ['Days Of Future Past', 'past', 'lot', 'X-Men cinematic universe', 'proverbial window'], ['film', 'intriguing plethora', 'narrative possibilities', 'directions'], ['strength', 'outing', 'something']]"
Gone Girl (2014) - IMDb,"[['Amy', 'Nick Dunne', 'charming'], ['immaculate dream couple'], ['face'], ['infidelity', 'financial troubles', 'façade crumble'], ['morning', 'Amy', 'trace', 'Nick becomes'], ['Did', 'wife'], ['media', 'uncaring husband', 'image'], ['murderer everyone'], ['Gone Girl', 'Gillian Flynn novel', 'same name', 'masterful thriller', 'media satire', 'cynical analysis', 'modern marriage'], ['Flynn', 'screenplay', 'movie adaptation', 'David Fincher', 'story into something', 'darker'], ['Gone Girl', 'fit for Fincher', 'favorite themes', 'gender issues', 'modern media'], ['main topic', 'media', 'own identities'], ['Nick Dunne', 'expectations', 'public in order'], ['lawyer Tanner Bolt', 'case', 'people'], ['Amy and Nick', 'character'], ['perfect couple'], ['movie'], ['everyone', 'shallow masks'], ['underlines', 'insight'], ['point', 'Gone Girl', 'pitch-black social satire'], ['last act', 'thriller', 'grotesque caricature', 'modern relationships'], ['anything', 'Fincher', 'risk', 'last half', 'hour', 'movie'], ['Ben Affleck', 'husband Nick'], [], ['Rosamund Pike'], ['Neil Patrick Harris', 'Tyler Perry', 'unusual roles'], ['personal favorite', 'Carrie Coon', 'Nick', 'caring', 'sister Margo'], ['heart', 'movie', 'everyone', 'mind'], ['Kim Dickens', 'clever', 'Rhonda Boney'], ['Gone Girl', 'Fincher', 'splendid masterpiece'], ['movie', 'love child', 'Alfred Hitchcock', 'Lars von Trier'], []]"
Psycho (1960) - IMDb,"[['matter', 'many times', 'Hitchcock classic', 'Anthony Perkins'], ['sensational performance', 'Oscar nomination', 'way', 'much preparation', 'creation of Norman Bates', 'details', 'performance'], ['false move', 'film', 'eyes'], ['madness', 'tenderness', 'danger', 'cravings'], ['mamma', 'boy', 'hellish implications', 'circumstances'], ['kind of understand'], ['miles and miles', 'other cinematic monsters'], ['Richard Attenborough', 'life Christie', 'Rillington Place', 'unredeemable Christian Bale', 'American Psycho'], ['Hitchcock and Herrman', 'universe', 'Anthony', 'inhabits', 'kind of electricity', 'nerve', 'shyness that Norman Bates projects', 'film'], ['Janet Leigh'], ['boy', 'dutiful son', 'trap'], ['list', 'characters', 'film']]"
